Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.40          ---          ---         1.23270         1.31100         3.00700         5.66300       305.77 
Gets        45447.29     18170.59     27276.71         1.21969         1.30300         2.89500         5.75900      2185.00 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49992.69     18170.59     27276.71         1.22087         1.30300         2.89500         5.75900      2490.77 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.223        5.000
SET       0.327       10.000
SET       0.599       15.000
SET       0.831       20.000
SET       0.991       25.000
SET       1.087       30.000
SET       1.159       35.000
SET       1.223       40.000
SET       1.271       45.000
SET       1.311       50.000
SET       1.327       52.500
SET       1.343       55.000
SET       1.359       57.500
SET       1.375       60.000
SET       1.391       62.500
SET       1.407       65.000
SET       1.423       67.500
SET       1.439       70.000
SET       1.455       72.500
SET       1.471       75.000
SET       1.479       76.250
SET       1.487       77.500
SET       1.503       78.750
SET       1.511       80.000
SET       1.527       81.250
SET       1.543       82.500
SET       1.559       83.750
SET       1.575       85.000
SET       1.599       86.250
SET       1.631       87.500
SET       1.647       88.125
SET       1.671       88.750
SET       1.687       89.375
SET       1.711       90.000
SET       1.743       90.625
SET       1.783       91.250
SET       1.823       91.875
SET       1.863       92.500
SET       1.919       93.125
SET       1.983       93.750
SET       2.015       94.062
SET       2.063       94.375
SET       2.079       94.688
SET       2.127       95.000
SET       2.159       95.312
SET       2.207       95.625
SET       2.255       95.938
SET       2.319       96.250
SET       2.367       96.562
SET       2.431       96.875
SET       2.463       97.031
SET       2.495       97.188
SET       2.527       97.344
SET       2.559       97.500
SET       2.591       97.656
SET       2.639       97.812
SET       2.671       97.969
SET       2.703       98.125
SET       2.735       98.281
SET       2.783       98.438
SET       2.799       98.516
SET       2.831       98.594
SET       2.847       98.672
SET       2.879       98.750
SET       2.911       98.828
SET       2.959       98.906
SET       2.991       98.984
SET       3.071       99.062
SET       3.151       99.141
SET       3.263       99.219
SET       3.327       99.258
SET       3.375       99.297
SET       3.455       99.336
SET       3.519       99.375
SET       3.599       99.414
SET       3.695       99.453
SET       3.775       99.492
SET       3.903       99.531
SET       4.031       99.570
SET       4.159       99.609
SET       4.223       99.629
SET       4.287       99.648
SET       4.351       99.668
SET       4.479       99.688
SET       4.575       99.707
SET       4.671       99.727
SET       4.799       99.746
SET       4.895       99.766
SET       4.959       99.785
SET       5.087       99.805
SET       5.119       99.814
SET       5.183       99.824
SET       5.247       99.834
SET       5.311       99.844
SET       5.375       99.854
SET       5.439       99.863
SET       5.471       99.873
SET       5.535       99.883
SET       5.631       99.893
SET       5.695       99.902
SET       5.727       99.907
SET       5.759       99.912
SET       5.759       99.917
SET       5.823       99.922
SET       5.887       99.927
SET       5.919       99.932
SET       6.015       99.937
SET       6.047       99.941
SET       6.143       99.946
SET       6.207       99.951
SET       6.207       99.954
SET       6.239       99.956
SET       6.367       99.958
SET       6.431       99.961
SET       6.463       99.963
SET       6.527       99.966
SET       6.591       99.968
SET       6.623       99.971
SET       6.687       99.973
SET       6.719       99.976
SET       6.751       99.977
SET       6.815       99.978
SET       6.847       99.979
SET       6.847       99.980
SET       6.911       99.982
SET       6.975       99.983
SET       7.007       99.984
SET       7.167       99.985
SET       7.327       99.987
SET       7.711       99.988
SET       7.775       99.988
SET       8.127       99.989
SET       8.127       99.990
SET       8.159       99.990
SET       8.511       99.991
