Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.45          ---          ---         1.05836         0.96700         2.59100         5.53500       305.77 
Gets        45447.80     18176.85     27270.94         1.04243         0.95100         2.47900         5.91900      2185.39 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49993.24     18176.85     27270.94         1.04387         0.95100         2.49500         5.88700      2491.16 


Request Latency Distribution
Type     <= msec         Percent
SET       2.847       99.297
SET       2.911       99.336
SET       2.991       99.375
SET       3.039       99.414
SET       3.119       99.453
SET       3.215       99.492
SET       3.343       99.531
SET       3.503       99.570
SET       3.711       99.609
SET       3.823       99.629
SET       3.903       99.648
SET       3.999       99.668
SET       4.127       99.688
SET       4.255       99.707
SET       4.415       99.727
SET       4.543       99.746
SET       4.639       99.766
SET       4.767       99.785
SET       4.895       99.805
SET       4.959       99.814
SET       5.023       99.824
SET       5.087       99.834
SET       5.183       99.844
SET       5.215       99.854
SET       5.279       99.863
SET       5.375       99.873
SET       5.471       99.883
SET       5.503       99.893
SET       5.567       99.902
SET       5.631       99.907
SET       5.663       99.912
SET       5.695       99.917
SET       5.727       99.922
SET       5.759       99.927
SET       5.759       99.932
SET       5.855       99.937
SET       5.887       99.941
SET       5.919       99.946
SET       5.983       99.951
SET       5.983       99.954
SET       6.047       99.956
SET       6.079       99.958
SET       6.111       99.961
SET       6.143       99.963
SET       6.207       99.966
SET       6.207       99.968
SET       6.239       99.971
SET       6.271       99.973
SET       6.303       99.976
SET       6.367       99.977
SET       6.367       99.978
SET       6.367       99.979
SET       6.399       99.980
SET       6.431       99.982
SET       6.431       99.983
SET       6.463       99.984
SET       6.495       99.985
SET       6.495       99.987
SET       6.527       99.988
SET       6.559       99.988
SET       6.559       99.989
SET       6.559       99.990
SET       6.591       99.990
SET       6.655       99.991
SET       6.655       99.991
SET       6.655       99.992
SET       6.687       99.993
SET       6.687       99.993
SET       6.687       99.994
SET       6.719       99.994
SET       6.719       99.995
SET       6.719       99.995
SET       6.751       99.995
SET       6.751       99.995
SET       6.783       99.996
SET       6.783       99.996
SET       6.975       99.996
SET       6.975       99.997
SET       6.975       99.997
SET       7.295       99.997
SET       7.295       99.997
SET       7.295       99.997
SET       7.295       99.998
SET       7.295       99.998
SET       7.391       99.998
SET       7.391       99.998
SET       7.391       99.998
SET       7.391       99.998
SET       7.391       99.998
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       7.391       99.999
SET       8.383       99.999
SET       8.383      100.000
---
GET       0.055        0.000
GET       0.479        5.000
GET       0.559       10.000
GET       0.615       15.000
GET       0.655       20.000
GET       0.695       25.000
GET       0.735       30.000
GET       0.775       35.000
GET       0.831       40.000
GET       0.887       45.000
GET       0.951       50.000
GET       0.983       52.500
GET       1.023       55.000
GET       1.055       57.500
GET       1.087       60.000
GET       1.127       62.500
GET       1.159       65.000
GET       1.199       67.500
GET       1.231       70.000
GET       1.271       72.500
GET       1.311       75.000
GET       1.335       76.250
GET       1.351       77.500
GET       1.375       78.750
GET       1.391       80.000
GET       1.415       81.250
GET       1.439       82.500
GET       1.463       83.750
GET       1.487       85.000
GET       1.511       86.250
GET       1.535       87.500
GET       1.551       88.125
GET       1.567       88.750
GET       1.583       89.375
GET       1.599       90.000
GET       1.615       90.625
GET       1.639       91.250
GET       1.663       91.875
GET       1.687       92.500
GET       1.711       93.125
GET       1.743       93.750
GET       1.759       94.062
GET       1.775       94.375
GET       1.799       94.688
GET       1.815       95.000
GET       1.839       95.312
GET       1.863       95.625
GET       1.887       95.938
GET       1.919       96.250
GET       1.951       96.562
GET       1.983       96.875
GET       1.999       97.031
GET       2.023       97.188
GET       2.039       97.344
GET       2.063       97.500
GET       2.095       97.656
GET       2.127       97.812
GET       2.159       97.969
GET       2.191       98.125
GET       2.223       98.281
GET       2.255       98.438
GET       2.287       98.516
GET       2.303       98.594
GET       2.335       98.672
GET       2.367       98.750
GET       2.399       98.828
GET       2.431       98.906
GET       2.479       98.984
GET       2.527       99.062
GET       2.575       99.141
GET       2.655       99.219
GET       2.687       99.258
GET       2.735       99.297
GET       2.799       99.336
GET       2.879       99.375
GET       2.975       99.414
GET       3.087       99.453
GET       3.231       99.492
GET       3.407       99.531
GET       3.631       99.570
GET       3.855       99.609
GET       3.983       99.629
GET       4.127       99.648
GET       4.223       99.668
GET       4.351       99.688
GET       4.479       99.707
GET       4.607       99.727
GET       4.767       99.746
GET       4.895       99.766
GET       5.023       99.785
GET       5.151       99.805
GET       5.247       99.814
GET       5.311       99.824
GET       5.375       99.834
GET       5.439       99.844
GET       5.535       99.854
GET       5.599       99.863
GET       5.663       99.873
GET       5.759       99.883
GET       5.855       99.893
GET       5.919       99.902
GET       5.983       99.907
GET       6.047       99.912
GET       6.079       99.917
GET       6.175       99.922
GET       6.239       99.927
GET       6.271       99.932
GET       6.367       99.937
GET       6.431       99.941
GET       6.495       99.946
GET       6.623       99.951
GET       6.687       99.954
GET       6.751       99.956
GET       6.879       99.958
GET       7.103       99.961
GET       7.263       99.963
GET       7.487       99.966
GET       7.743       99.968
GET       8.031       99.971
GET       8.319       99.973
GET       8.639       99.976
GET       8.767       99.977
GET       8.959       99.978
GET       9.087       99.979
GET       9.215       99.980
GET       9.407       99.982
GET       9.535       99.983
GET       9.727       99.984
GET       9.855       99.985
GET       9.983       99.987
GET      10.239       99.988
GET      10.239       99.988
GET      10.303       99.989
GET      10.431       99.990
GET      10.495       99.990
GET      10.559       99.991
GET      10.687       99.991
GET      10.751       99.992
GET      10.815       99.993
GET      10.879       99.993
GET      11.071       99.994
GET      11.071       99.994
GET      11.135       99.995
GET      11.199       99.995
GET      11.199       99.995
GET      11.263       99.995
GET      11.327       99.996
GET      11.391       99.996
GET      11.455       99.996
GET      11.455       99.997
GET      11.583       99.997
GET      11.583       99.997
GET      11.647       99.997
GET      11.711       99.997
GET      11.711       99.998
GET      11.775       99.998
GET      11.775       99.998
GET      11.839       99.998
GET      11.903       99.998
GET      11.967       99.998
GET      12.031       99.998
GET      12.031       99.999
GET      12.095       99.999
GET      12.095       99.999
GET      12.159       99.999
GET      12.159       99.999
GET      12.159       99.999
GET      12.159       99.999
GET      12.223       99.999
GET      12.223       99.999
GET      12.223       99.999
GET      12.287       99.999
GET      12.287       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.479      100.000
GET      12.479      100.000
GET      12.479      100.000
GET      12.479      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.543      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.927      100.000
GET      12.927      100.000
---
WAIT      0.000      100.000
