Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.44          ---          ---         1.33444         1.48700         3.26300         5.85500       305.77 
Gets        45447.50     18153.29     27294.21         1.33269         1.48700         3.35900         6.46300      2183.98 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49992.94     18153.29     27294.21         1.33285         1.48700         3.35900         6.43100      2489.75 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.215        5.000
SET       0.295       10.000
SET       0.407       15.000
SET       0.727       20.000
SET       1.023       25.000
SET       1.191       30.000
SET       1.287       35.000
SET       1.367       40.000
SET       1.431       45.000
SET       1.487       50.000
SET       1.511       52.500
SET       1.527       55.000
SET       1.551       57.500
SET       1.567       60.000
SET       1.583       62.500
SET       1.599       65.000
SET       1.615       67.500
SET       1.623       70.000
SET       1.639       72.500
SET       1.655       75.000
SET       1.663       76.250
SET       1.671       77.500
SET       1.679       78.750
SET       1.687       80.000
SET       1.703       81.250
SET       1.711       82.500
SET       1.727       83.750
SET       1.735       85.000
SET       1.759       86.250
SET       1.775       87.500
SET       1.791       88.125
SET       1.807       88.750
SET       1.823       89.375
SET       1.847       90.000
SET       1.871       90.625
SET       1.911       91.250
SET       1.959       91.875
SET       2.007       92.500
SET       2.063       93.125
SET       2.127       93.750
SET       2.159       94.062
SET       2.175       94.375
SET       2.207       94.688
SET       2.239       95.000
SET       2.271       95.312
SET       2.303       95.625
SET       2.335       95.938
SET       2.383       96.250
SET       2.415       96.562
SET       2.463       96.875
SET       2.495       97.031
SET       2.527       97.188
SET       2.559       97.344
SET       2.591       97.500
SET       2.623       97.656
SET       2.671       97.812
SET       2.735       97.969
SET       2.815       98.125
SET       2.895       98.281
SET       2.975       98.438
SET       3.007       98.516
SET       3.055       98.594
SET       3.087       98.672
SET       3.119       98.750
SET       3.167       98.828
SET       3.215       98.906
SET       3.263       98.984
SET       3.327       99.062
SET       3.423       99.141
SET       3.567       99.219
SET       3.647       99.258
SET       3.727       99.297
SET       3.839       99.336
SET       3.935       99.375
SET       4.047       99.414
SET       4.159       99.453
SET       4.319       99.492
SET       4.415       99.531
SET       4.575       99.570
SET       4.671       99.609
SET       4.735       99.629
SET       4.767       99.648
SET       4.799       99.668
SET       4.831       99.688
SET       4.895       99.707
SET       4.959       99.727
SET       4.991       99.746
SET       5.119       99.766
SET       5.215       99.785
SET       5.311       99.805
SET       5.375       99.814
SET       5.439       99.824
SET       5.471       99.834
SET       5.535       99.844
SET       5.599       99.854
SET       5.663       99.863
SET       5.695       99.873
SET       5.759       99.883
SET       5.791       99.893
SET       5.887       99.902
SET       5.887       99.907
SET       5.919       99.912
SET       5.951       99.917
SET       6.047       99.922
SET       6.111       99.927
SET       6.207       99.932
SET       6.271       99.937
SET       6.335       99.941
SET       6.399       99.946
SET       6.527       99.951
SET       6.559       99.954
SET       6.623       99.956
SET       6.655       99.958
SET       6.719       99.961
SET       6.879       99.963
SET       6.975       99.966
SET       7.103       99.968
SET       7.263       99.971
SET       7.423       99.973
SET       7.679       99.976
SET       7.839       99.977
SET       7.999       99.978
SET       8.159       99.979
SET       8.319       99.980
SET       8.639       99.982
SET       8.767       99.983
SET       8.959       99.984
SET       9.151       99.985
SET       9.215       99.987
SET       9.407       99.988
SET       9.471       99.988
SET       9.535       99.989
SET       9.535       99.990
SET       9.599       99.990
SET       9.855       99.991
