Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4544.89          ---          ---         2.09469         2.28700         5.31100         8.95900       305.73 
Gets        45417.64     14465.47     30952.18         2.08876         2.28700         5.27900         8.83100      1963.93 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49962.53     14465.47     30952.18         2.08930         2.28700         5.27900         8.89500      2269.67 


Request Latency Distribution
Type     <= msec         Percent
SET      12.287       99.991
SET      12.351       99.992
SET      12.351       99.993
SET      12.351       99.993
SET      12.351       99.994
SET      12.351       99.994
SET      12.351       99.995
SET      12.351       99.995
SET      12.479       99.995
SET      12.479       99.995
SET      12.543       99.996
SET      12.543       99.996
SET      12.543       99.996
SET      12.543       99.997
SET      12.543       99.997
SET      12.735       99.997
SET      12.735       99.997
SET      12.735       99.997
SET      12.735       99.998
SET      12.735       99.998
SET      12.799       99.998
SET      12.799       99.998
SET      12.799       99.998
SET      12.799       99.998
SET      12.799       99.998
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      13.311       99.999
SET      14.655       99.999
SET      14.655      100.000
---
GET       0.039        0.000
GET       0.175        5.000
GET       0.239       10.000
GET       0.295       15.000
GET       0.359       20.000
GET       0.431       25.000
GET       0.543       30.000
GET       0.735       35.000
GET       1.183       40.000
GET       1.879       45.000
GET       2.287       50.000
GET       2.431       52.500
GET       2.623       55.000
GET       3.151       57.500
GET       3.327       60.000
GET       3.407       62.500
GET       3.455       65.000
GET       3.487       67.500
GET       3.503       70.000
GET       3.535       72.500
GET       3.535       75.000
GET       3.551       76.250
GET       3.551       77.500
GET       3.567       78.750
GET       3.567       80.000
GET       3.567       81.250
GET       3.567       82.500
GET       3.583       83.750
GET       3.583       85.000
GET       3.583       86.250
GET       3.599       87.500
GET       3.599       88.125
GET       3.599       88.750
GET       3.615       89.375
GET       3.615       90.000
GET       3.615       90.625
GET       3.631       91.250
GET       3.631       91.875
GET       3.647       92.500
GET       3.663       93.125
GET       3.663       93.750
GET       3.679       94.062
GET       3.695       94.375
GET       3.695       94.688
GET       3.711       95.000
GET       3.727       95.312
GET       3.743       95.625
GET       3.759       95.938
GET       3.791       96.250
GET       3.839       96.562
GET       3.903       96.875
GET       3.951       97.031
GET       3.999       97.188
GET       4.031       97.344
GET       4.079       97.500
GET       4.127       97.656
GET       4.159       97.812
GET       4.223       97.969
GET       4.287       98.125
GET       4.351       98.281
GET       4.415       98.438
GET       4.479       98.516
GET       4.543       98.594
GET       4.671       98.672
GET       4.895       98.750
GET       5.055       98.828
GET       5.183       98.906
GET       5.247       98.984
GET       5.311       99.062
GET       5.375       99.141
GET       5.439       99.219
GET       5.535       99.258
GET       5.631       99.297
GET       5.727       99.336
GET       5.823       99.375
GET       5.951       99.414
GET       6.047       99.453
GET       6.175       99.492
GET       6.335       99.531
GET       6.559       99.570
GET       6.815       99.609
GET       6.911       99.629
GET       6.975       99.648
GET       7.039       99.668
GET       7.071       99.688
GET       7.135       99.707
GET       7.199       99.727
GET       7.263       99.746
GET       7.359       99.766
GET       7.519       99.785
GET       7.679       99.805
GET       7.743       99.814
GET       7.807       99.824
GET       7.903       99.834
GET       8.031       99.844
GET       8.095       99.854
GET       8.191       99.863
GET       8.319       99.873
GET       8.639       99.883
GET       8.767       99.893
GET       8.895       99.902
GET       8.959       99.907
GET       9.023       99.912
GET       9.151       99.917
GET       9.279       99.922
GET       9.343       99.927
GET       9.471       99.932
GET       9.599       99.937
GET       9.663       99.941
GET       9.791       99.946
GET       9.983       99.951
GET       9.983       99.954
GET      10.047       99.956
GET      10.239       99.958
GET      10.303       99.961
GET      10.431       99.963
GET      10.559       99.966
GET      10.623       99.968
GET      10.687       99.971
GET      10.815       99.973
GET      10.943       99.976
GET      11.007       99.977
GET      11.135       99.978
GET      11.199       99.979
GET      11.263       99.980
GET      11.327       99.982
GET      11.455       99.983
GET      11.519       99.984
GET      11.583       99.985
GET      11.711       99.987
GET      11.711       99.988
GET      11.775       99.988
GET      11.839       99.989
GET      11.839       99.990
GET      11.967       99.990
GET      12.031       99.991
GET      12.095       99.991
GET      12.223       99.992
GET      12.287       99.993
GET      12.287       99.993
GET      12.351       99.994
GET      12.415       99.994
GET      12.479       99.995
GET      12.479       99.995
GET      12.543       99.995
GET      12.607       99.995
GET      12.671       99.996
GET      12.735       99.996
GET      12.799       99.996
GET      12.863       99.997
GET      12.927       99.997
GET      12.927       99.997
GET      12.991       99.997
GET      12.991       99.997
GET      12.991       99.998
GET      12.991       99.998
GET      13.055       99.998
GET      13.055       99.998
GET      13.119       99.998
GET      13.183       99.998
GET      13.247       99.998
GET      13.311       99.999
GET      13.311       99.999
GET      13.311       99.999
GET      13.375       99.999
GET      13.375       99.999
GET      13.567       99.999
GET      13.567       99.999
GET      13.567       99.999
GET      13.823       99.999
GET      13.823       99.999
GET      13.823       99.999
GET      13.823       99.999
GET      14.335       99.999
GET      14.335       99.999
GET      14.335       99.999
GET      14.335       99.999
GET      14.335      100.000
GET      14.335      100.000
GET      14.399      100.000
GET      14.399      100.000
GET      14.399      100.000
GET      14.399      100.000
GET      14.399      100.000
GET      14.399      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      16.063      100.000
GET      16.063      100.000
GET      16.063      100.000
GET      16.063      100.000
GET      16.063      100.000
GET      16.063      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.023      100.000
GET      17.791      100.000
GET      17.791      100.000
---
WAIT      0.000      100.000
