Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4544.89          ---          ---         2.09469         2.28700         5.31100         8.95900       305.73 
Gets        45417.64     14465.47     30952.18         2.08876         2.28700         5.27900         8.83100      1963.93 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49962.53     14465.47     30952.18         2.08930         2.28700         5.27900         8.89500      2269.67 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.183        5.000
SET       0.247       10.000
SET       0.303       15.000
SET       0.367       20.000
SET       0.439       25.000
SET       0.551       30.000
SET       0.735       35.000
SET       1.199       40.000
SET       1.895       45.000
SET       2.287       50.000
SET       2.431       52.500
SET       2.623       55.000
SET       3.119       57.500
SET       3.327       60.000
SET       3.407       62.500
SET       3.455       65.000
SET       3.487       67.500
SET       3.503       70.000
SET       3.535       72.500
SET       3.551       75.000
SET       3.551       76.250
SET       3.551       77.500
SET       3.567       78.750
SET       3.567       80.000
SET       3.567       81.250
SET       3.583       82.500
SET       3.583       83.750
SET       3.583       85.000
SET       3.599       86.250
SET       3.599       87.500
SET       3.599       88.125
SET       3.599       88.750
SET       3.615       89.375
SET       3.615       90.000
SET       3.631       90.625
SET       3.631       91.250
SET       3.647       91.875
SET       3.647       92.500
SET       3.663       93.125
SET       3.679       93.750
SET       3.679       94.062
SET       3.695       94.375
SET       3.711       94.688
SET       3.711       95.000
SET       3.727       95.312
SET       3.743       95.625
SET       3.775       95.938
SET       3.807       96.250
SET       3.839       96.562
SET       3.919       96.875
SET       3.967       97.031
SET       4.015       97.188
SET       4.063       97.344
SET       4.095       97.500
SET       4.159       97.656
SET       4.191       97.812
SET       4.255       97.969
SET       4.319       98.125
SET       4.383       98.281
SET       4.511       98.438
SET       4.575       98.516
SET       4.703       98.594
SET       4.927       98.672
SET       5.055       98.750
SET       5.151       98.828
SET       5.247       98.906
SET       5.311       98.984
SET       5.343       99.062
SET       5.407       99.141
SET       5.599       99.219
SET       5.695       99.258
SET       5.791       99.297
SET       5.855       99.336
SET       5.951       99.375
SET       6.015       99.414
SET       6.175       99.453
SET       6.335       99.492
SET       6.527       99.531
SET       6.815       99.570
SET       6.943       99.609
SET       7.007       99.629
SET       7.071       99.648
SET       7.103       99.668
SET       7.135       99.688
SET       7.199       99.707
SET       7.263       99.727
SET       7.391       99.746
SET       7.551       99.766
SET       7.679       99.785
SET       7.775       99.805
SET       7.839       99.814
SET       7.871       99.824
SET       7.999       99.834
SET       8.191       99.844
SET       8.319       99.854
SET       8.511       99.863
SET       8.639       99.873
SET       8.767       99.883
SET       8.895       99.893
SET       8.959       99.902
SET       9.023       99.907
SET       9.151       99.912
SET       9.279       99.917
SET       9.343       99.922
SET       9.471       99.927
SET       9.599       99.932
SET       9.727       99.937
SET       9.855       99.941
SET       9.983       99.946
SET      10.047       99.951
SET      10.047       99.954
SET      10.175       99.956
SET      10.303       99.958
SET      10.367       99.961
SET      10.559       99.963
SET      10.623       99.966
SET      10.623       99.968
SET      10.687       99.971
SET      10.687       99.973
SET      10.751       99.976
SET      10.815       99.977
SET      10.815       99.978
SET      11.007       99.979
SET      11.071       99.980
SET      11.199       99.982
SET      11.263       99.983
SET      11.583       99.984
SET      11.583       99.985
SET      11.647       99.987
SET      11.839       99.988
SET      11.903       99.988
SET      11.903       99.989
SET      11.903       99.990
SET      11.967       99.990
SET      12.287       99.991
