Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4701.29          ---          ---         1.06397         0.99900         2.71900         5.91900       316.25 
Gets        47006.02     18801.65     28204.37         1.04311         0.98300         2.52700         5.91900      2260.41 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      51707.31     18801.65     28204.37         1.04500         0.98300         2.54300         5.91900      2576.66 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.071        0.000
SET       0.431        5.000
SET       0.535       10.000
SET       0.615       15.000
SET       0.687       20.000
SET       0.743       25.000
SET       0.791       30.000
SET       0.839       35.000
SET       0.895       40.000
SET       0.943       45.000
SET       0.999       50.000
SET       1.023       52.500
SET       1.047       55.000
SET       1.079       57.500
SET       1.103       60.000
SET       1.135       62.500
SET       1.159       65.000
SET       1.191       67.500
SET       1.223       70.000
SET       1.255       72.500
SET       1.295       75.000
SET       1.311       76.250
SET       1.327       77.500
SET       1.351       78.750
SET       1.375       80.000
SET       1.391       81.250
SET       1.415       82.500
SET       1.447       83.750
SET       1.471       85.000
SET       1.503       86.250
SET       1.535       87.500
SET       1.551       88.125
SET       1.575       88.750
SET       1.591       89.375
SET       1.615       90.000
SET       1.639       90.625
SET       1.663       91.250
SET       1.687       91.875
SET       1.719       92.500
SET       1.751       93.125
SET       1.791       93.750
SET       1.807       94.062
SET       1.831       94.375
SET       1.855       94.688
SET       1.879       95.000
SET       1.911       95.312
SET       1.935       95.625
SET       1.975       95.938
SET       2.007       96.250
SET       2.047       96.562
SET       2.095       96.875
SET       2.111       97.031
SET       2.143       97.188
SET       2.159       97.344
SET       2.191       97.500
SET       2.223       97.656
SET       2.255       97.812
SET       2.287       97.969
SET       2.335       98.125
SET       2.383       98.281
SET       2.447       98.438
SET       2.463       98.516
SET       2.495       98.594
SET       2.543       98.672
SET       2.575       98.750
SET       2.607       98.828
SET       2.655       98.906
SET       2.719       98.984
SET       2.767       99.062
SET       2.831       99.141
SET       2.927       99.219
SET       2.975       99.258
SET       3.007       99.297
SET       3.087       99.336
SET       3.167       99.375
SET       3.247       99.414
SET       3.359       99.453
SET       3.471       99.492
SET       3.583       99.531
SET       3.759       99.570
SET       3.935       99.609
SET       4.031       99.629
SET       4.127       99.648
SET       4.255       99.668
SET       4.351       99.688
SET       4.479       99.707
SET       4.671       99.727
SET       4.767       99.746
SET       4.927       99.766
SET       5.087       99.785
SET       5.215       99.805
SET       5.279       99.814
SET       5.375       99.824
SET       5.407       99.834
SET       5.503       99.844
SET       5.567       99.854
SET       5.631       99.863
SET       5.727       99.873
SET       5.791       99.883
SET       5.887       99.893
SET       5.951       99.902
SET       5.983       99.907
SET       6.047       99.912
SET       6.047       99.917
SET       6.111       99.922
SET       6.175       99.927
SET       6.207       99.932
SET       6.271       99.937
SET       6.367       99.941
SET       6.463       99.946
SET       6.495       99.951
SET       6.559       99.954
SET       6.623       99.956
SET       6.655       99.958
SET       6.719       99.961
SET       6.879       99.963
SET       6.975       99.966
SET       7.135       99.968
SET       7.487       99.971
SET       7.679       99.973
SET       7.871       99.976
SET       8.031       99.977
SET       8.255       99.978
SET       8.319       99.979
SET       8.511       99.980
SET       8.703       99.982
SET       8.831       99.983
SET       8.959       99.984
SET       9.087       99.985
SET       9.215       99.987
SET       9.343       99.988
SET       9.471       99.988
SET       9.599       99.989
SET       9.599       99.990
SET       9.663       99.990
SET       9.727       99.991
SET       9.855       99.991
SET      10.047       99.992
SET      10.047       99.993
SET      10.047       99.993
SET      10.111       99.994
SET      10.239       99.994
SET      10.239       99.995
SET      10.239       99.995
SET      10.431       99.995
SET      10.431       99.995
SET      10.495       99.996
SET      10.495       99.996
SET      10.559       99.996
SET      10.559       99.997
SET      10.559       99.997
SET      10.623       99.997
SET      10.623       99.997
SET      10.623       99.997
SET      10.623       99.998
SET      10.623       99.998
SET      10.815       99.998
SET      10.815       99.998
SET      10.815       99.998
SET      10.815       99.998
SET      10.815       99.998
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.879       99.999
SET      10.943       99.999
SET      10.943      100.000
---
GET       0.047        0.000
GET       0.423        5.000
GET       0.519       10.000
GET       0.607       15.000
GET       0.679       20.000
GET       0.735       25.000
GET       0.783       30.000
GET       0.831       35.000
GET       0.879       40.000
GET       0.935       45.000
GET       0.983       50.000
GET       1.007       52.500
GET       1.039       55.000
GET       1.063       57.500
GET       1.095       60.000
GET       1.119       62.500
GET       1.151       65.000
GET       1.183       67.500
GET       1.215       70.000
GET       1.247       72.500
GET       1.279       75.000
GET       1.295       76.250
GET       1.311       77.500
GET       1.335       78.750
GET       1.351       80.000
GET       1.375       81.250
GET       1.399       82.500
GET       1.423       83.750
GET       1.447       85.000
GET       1.471       86.250
GET       1.503       87.500
GET       1.519       88.125
GET       1.535       88.750
GET       1.551       89.375
GET       1.567       90.000
GET       1.591       90.625
GET       1.615       91.250
GET       1.639       91.875
GET       1.663       92.500
GET       1.687       93.125
GET       1.727       93.750
GET       1.743       94.062
GET       1.759       94.375
GET       1.783       94.688
GET       1.799       95.000
GET       1.823       95.312
GET       1.855       95.625
GET       1.879       95.938
GET       1.903       96.250
GET       1.935       96.562
GET       1.975       96.875
GET       1.991       97.031
GET       2.015       97.188
GET       2.039       97.344
GET       2.063       97.500
GET       2.095       97.656
GET       2.127       97.812
GET       2.159       97.969
GET       2.191       98.125
GET       2.223       98.281
GET       2.271       98.438
GET       2.303       98.516
GET       2.319       98.594
GET       2.351       98.672
GET       2.383       98.750
GET       2.431       98.828
GET       2.463       98.906
GET       2.511       98.984
GET       2.559       99.062
GET       2.623       99.141
GET       2.719       99.219
GET       2.767       99.258
GET       2.815       99.297
GET       2.879       99.336
GET       2.959       99.375
GET       3.039       99.414
GET       3.135       99.453
GET       3.263       99.492
