Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.50          ---          ---         1.90347         2.15900         4.63900         7.64700       305.77 
Gets        45435.62     15280.88     30154.74         1.89363         2.14300         4.60700         8.12700      2012.90 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49981.12     15280.88     30154.74         1.89452         2.14300         4.60700         8.09500      2318.68 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.055        0.000
SET       0.175        5.000
SET       0.239       10.000
SET       0.295       15.000
SET       0.367       20.000
SET       0.447       25.000
SET       0.607       30.000
SET       0.863       35.000
SET       1.519       40.000
SET       1.967       45.000
SET       2.159       50.000
SET       2.271       52.500
SET       2.463       55.000
SET       2.767       57.500
SET       2.863       60.000
SET       2.927       62.500
SET       2.959       65.000
SET       2.991       67.500
SET       3.023       70.000
SET       3.039       72.500
SET       3.039       75.000
SET       3.055       76.250
SET       3.055       77.500
SET       3.055       78.750
SET       3.071       80.000
SET       3.071       81.250
SET       3.071       82.500
SET       3.087       83.750
SET       3.087       85.000
SET       3.103       86.250
SET       3.103       87.500
SET       3.119       88.125
SET       3.119       88.750
SET       3.119       89.375
SET       3.135       90.000
SET       3.135       90.625
SET       3.151       91.250
SET       3.167       91.875
SET       3.183       92.500
SET       3.199       93.125
SET       3.231       93.750
SET       3.247       94.062
SET       3.263       94.375
SET       3.295       94.688
SET       3.327       95.000
SET       3.375       95.312
SET       3.423       95.625
SET       3.471       95.938
SET       3.519       96.250
SET       3.567       96.562
SET       3.615       96.875
SET       3.647       97.031
SET       3.663       97.188
SET       3.695       97.344
SET       3.727       97.500
SET       3.743       97.656
SET       3.791       97.812
SET       3.823       97.969
SET       3.887       98.125
SET       3.983       98.281
SET       4.063       98.438
SET       4.127       98.516
SET       4.191       98.594
SET       4.319       98.672
SET       4.415       98.750
SET       4.511       98.828
SET       4.575       98.906
SET       4.607       98.984
SET       4.703       99.062
SET       4.895       99.141
SET       5.023       99.219
SET       5.087       99.258
