Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4506.04          ---          ---         2.41337         2.73500         5.85500         9.66300       303.12 
Gets        45032.36     13815.16     31217.21         2.39931         2.71900         5.59900         9.59900      1915.87 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49538.40     13815.16     31217.21         2.40059         2.71900         5.63100         9.59900      2218.99 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.183        5.000
SET       0.247       10.000
SET       0.295       15.000
SET       0.359       20.000
SET       0.423       25.000
SET       0.511       30.000
SET       0.639       35.000
SET       1.007       40.000
SET       2.351       45.000
SET       2.735       50.000
SET       3.343       52.500
SET       3.871       55.000
SET       3.935       57.500
SET       3.983       60.000
SET       4.015       62.500
SET       4.031       65.000
SET       4.047       67.500
SET       4.047       70.000
SET       4.063       72.500
SET       4.063       75.000
SET       4.079       76.250
SET       4.079       77.500
SET       4.079       78.750
SET       4.079       80.000
SET       4.095       81.250
SET       4.095       82.500
SET       4.095       83.750
SET       4.127       85.000
SET       4.127       86.250
SET       4.127       87.500
SET       4.127       88.125
SET       4.159       88.750
SET       4.159       89.375
SET       4.159       90.000
SET       4.159       90.625
SET       4.159       91.250
SET       4.191       91.875
SET       4.191       92.500
SET       4.191       93.125
SET       4.223       93.750
SET       4.223       94.062
SET       4.223       94.375
SET       4.223       94.688
SET       4.255       95.000
SET       4.255       95.312
SET       4.255       95.625
SET       4.287       95.938
SET       4.287       96.250
SET       4.319       96.562
SET       4.319       96.875
SET       4.351       97.031
SET       4.351       97.188
SET       4.351       97.344
SET       4.383       97.500
SET       4.383       97.656
SET       4.415       97.812
SET       4.447       97.969
SET       4.479       98.125
SET       4.511       98.281
SET       4.575       98.438
SET       4.639       98.516
SET       4.703       98.594
SET       4.831       98.672
SET       4.959       98.750
SET       5.183       98.828
SET       5.439       98.906
SET       5.791       98.984
SET       5.983       99.062
SET       6.047       99.141
SET       6.111       99.219
SET       6.111       99.258
SET       6.143       99.297
SET       6.175       99.336
SET       6.207       99.375
SET       6.239       99.414
SET       6.335       99.453
SET       6.431       99.492
SET       6.623       99.531
SET       6.783       99.570
SET       7.039       99.609
SET       7.231       99.629
SET       7.391       99.648
SET       7.679       99.668
SET       7.935       99.688
SET       8.031       99.707
SET       8.095       99.727
SET       8.127       99.746
SET       8.159       99.766
SET       8.191       99.785
SET       8.255       99.805
SET       8.319       99.814
SET       8.383       99.824
SET       8.447       99.834
SET       8.575       99.844
SET       8.767       99.854
SET       9.151       99.863
SET       9.279       99.873
SET       9.407       99.883
SET       9.471       99.893
SET       9.727       99.902
SET       9.855       99.907
SET       9.919       99.912
SET      10.047       99.917
SET      10.047       99.922
SET      10.111       99.927
SET      10.175       99.932
SET      10.239       99.937
SET      10.239       99.941
SET      10.303       99.946
SET      10.303       99.951
SET      10.367       99.954
SET      10.367       99.956
SET      10.495       99.958
SET      10.495       99.961
SET      10.559       99.963
SET      10.623       99.966
SET      10.687       99.968
SET      10.751       99.971
SET      10.879       99.973
SET      10.943       99.976
SET      11.071       99.977
SET      11.071       99.978
SET      11.071       99.979
SET      11.263       99.980
SET      11.455       99.982
SET      11.455       99.983
SET      11.775       99.984
SET      12.223       99.985
SET      12.223       99.987
SET      12.223       99.988
SET      12.287       99.988
SET      12.287       99.989
SET      12.287       99.990
SET      12.287       99.990
SET      12.415       99.991
