Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.78          ---          ---         1.08679         0.98300         2.73500         5.59900       305.79 
Gets        45451.71     18181.44     27270.27         1.06896         0.97500         2.57500         5.82300      2185.76 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49997.49     18181.44     27270.27         1.07058         0.97500         2.59100         5.82300      2491.55 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.551        5.000
SET       0.663       10.000
SET       0.727       15.000
SET       0.767       20.000
SET       0.815       25.000
SET       0.855       30.000
SET       0.887       35.000
SET       0.919       40.000
SET       0.951       45.000
SET       0.983       50.000
SET       0.999       52.500
SET       1.023       55.000
SET       1.039       57.500
SET       1.055       60.000
SET       1.079       62.500
SET       1.103       65.000
SET       1.135       67.500
SET       1.167       70.000
SET       1.199       72.500
SET       1.247       75.000
SET       1.271       76.250
SET       1.295       77.500
SET       1.319       78.750
SET       1.351       80.000
SET       1.383       81.250
SET       1.415       82.500
SET       1.455       83.750
SET       1.495       85.000
SET       1.535       86.250
SET       1.575       87.500
SET       1.599       88.125
SET       1.623       88.750
SET       1.647       89.375
SET       1.671       90.000
SET       1.695       90.625
SET       1.711       91.250
SET       1.743       91.875
SET       1.767       92.500
SET       1.791       93.125
SET       1.823       93.750
SET       1.839       94.062
SET       1.863       94.375
SET       1.879       94.688
SET       1.903       95.000
SET       1.919       95.312
SET       1.943       95.625
SET       1.975       95.938
SET       2.007       96.250
SET       2.047       96.562
SET       2.095       96.875
SET       2.111       97.031
SET       2.127       97.188
SET       2.159       97.344
SET       2.191       97.500
SET       2.223       97.656
SET       2.255       97.812
SET       2.287       97.969
SET       2.335       98.125
SET       2.383       98.281
SET       2.447       98.438
SET       2.479       98.516
SET       2.495       98.594
SET       2.543       98.672
SET       2.575       98.750
SET       2.623       98.828
SET       2.671       98.906
SET       2.735       98.984
SET       2.783       99.062
SET       2.847       99.141
SET       2.943       99.219
SET       2.991       99.258
SET       3.039       99.297
SET       3.119       99.336
SET       3.183       99.375
SET       3.295       99.414
SET       3.391       99.453
SET       3.503       99.492
SET       3.583       99.531
SET       3.679       99.570
SET       3.807       99.609
SET       3.919       99.629
SET       3.983       99.648
SET       4.127       99.668
SET       4.223       99.688
SET       4.319       99.707
SET       4.447       99.727
SET       4.543       99.746
SET       4.639       99.766
SET       4.799       99.785
SET       4.927       99.805
SET       5.023       99.814
SET       5.055       99.824
SET       5.119       99.834
SET       5.215       99.844
SET       5.279       99.854
SET       5.311       99.863
SET       5.375       99.873
SET       5.471       99.883
SET       5.535       99.893
SET       5.599       99.902
SET       5.631       99.907
SET       5.695       99.912
SET       5.759       99.917
SET       5.759       99.922
SET       5.855       99.927
SET       5.919       99.932
SET       5.951       99.937
SET       6.047       99.941
SET       6.079       99.946
SET       6.175       99.951
SET       6.239       99.954
SET       6.367       99.956
SET       6.399       99.958
SET       6.559       99.961
SET       6.687       99.963
SET       6.879       99.966
SET       6.943       99.968
SET       7.327       99.971
SET       7.423       99.973
SET       7.935       99.976
SET       7.967       99.977
SET       8.383       99.978
SET       8.383       99.979
SET       8.575       99.980
SET       8.895       99.982
SET       8.895       99.983
SET       9.215       99.984
SET       9.407       99.985
SET       9.471       99.987
SET       9.855       99.988
SET       9.919       99.988
SET       9.919       99.989
SET       9.919       99.990
SET      10.175       99.990
SET      10.239       99.991
