Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.60          ---          ---         1.07087         0.99100         3.07100         5.47100       305.78 
Gets        45449.31     18179.52     27269.78         1.04163         0.97500         2.81500         5.85500      2185.58 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49994.90     18179.52     27269.78         1.04429         0.97500         2.83100         5.82300      2491.36 


Request Latency Distribution
Type     <= msec         Percent
GET       3.679       99.531
GET       3.823       99.570
GET       3.983       99.609
GET       4.063       99.629
GET       4.159       99.648
GET       4.287       99.668
GET       4.383       99.688
GET       4.479       99.707
GET       4.575       99.727
GET       4.703       99.746
GET       4.831       99.766
GET       4.959       99.785
GET       5.087       99.805
GET       5.183       99.814
GET       5.247       99.824
GET       5.311       99.834
GET       5.375       99.844
GET       5.471       99.854
GET       5.535       99.863
GET       5.599       99.873
GET       5.695       99.883
GET       5.791       99.893
GET       5.887       99.902
GET       5.951       99.907
GET       5.983       99.912
GET       6.079       99.917
GET       6.143       99.922
GET       6.207       99.927
GET       6.271       99.932
GET       6.335       99.937
GET       6.399       99.941
GET       6.495       99.946
GET       6.655       99.951
GET       6.719       99.954
GET       6.815       99.956
GET       6.943       99.958
GET       7.167       99.961
GET       7.423       99.963
GET       7.679       99.966
GET       8.031       99.968
GET       8.383       99.971
GET       8.703       99.973
GET       8.959       99.976
GET       9.151       99.977
GET       9.279       99.978
GET       9.407       99.979
GET       9.599       99.980
GET       9.727       99.982
GET       9.855       99.983
GET      10.047       99.984
GET      10.175       99.985
GET      10.367       99.987
GET      10.495       99.988
GET      10.559       99.988
GET      10.623       99.989
GET      10.687       99.990
GET      10.815       99.990
GET      10.879       99.991
GET      10.943       99.991
GET      10.943       99.992
GET      11.071       99.993
GET      11.199       99.993
GET      11.263       99.994
GET      11.263       99.994
GET      11.391       99.995
GET      11.455       99.995
GET      11.455       99.995
GET      11.519       99.995
GET      11.647       99.996
GET      11.647       99.996
GET      11.711       99.996
GET      11.711       99.997
GET      11.839       99.997
GET      11.839       99.997
GET      11.903       99.997
GET      11.903       99.997
GET      11.967       99.998
GET      11.967       99.998
GET      12.031       99.998
GET      12.031       99.998
GET      12.095       99.998
GET      12.095       99.998
GET      12.223       99.998
GET      12.223       99.999
GET      12.223       99.999
GET      12.287       99.999
GET      12.287       99.999
GET      12.351       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.415       99.999
GET      12.479       99.999
GET      12.479       99.999
GET      12.479       99.999
GET      12.479       99.999
GET      12.479       99.999
GET      12.543       99.999
GET      12.543       99.999
GET      12.543      100.000
GET      12.543      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.671      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      12.735      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.055      100.000
GET      13.183      100.000
GET      13.183      100.000
---
WAIT      0.000      100.000
