Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.60          ---          ---         1.07087         0.99100         3.07100         5.47100       305.78 
Gets        45449.31     18179.52     27269.78         1.04163         0.97500         2.81500         5.85500      2185.58 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49994.90     18179.52     27269.78         1.04429         0.97500         2.83100         5.82300      2491.36 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.071        0.000
SET       0.455        5.000
SET       0.527       10.000
SET       0.583       15.000
SET       0.631       20.000
SET       0.671       25.000
SET       0.727       30.000
SET       0.791       35.000
SET       0.855       40.000
SET       0.927       45.000
SET       0.991       50.000
SET       1.023       52.500
SET       1.055       55.000
SET       1.079       57.500
SET       1.111       60.000
SET       1.143       62.500
SET       1.175       65.000
SET       1.207       67.500
SET       1.239       70.000
SET       1.271       72.500
SET       1.311       75.000
SET       1.327       76.250
SET       1.343       77.500
SET       1.367       78.750
SET       1.391       80.000
SET       1.415       81.250
SET       1.447       82.500
SET       1.479       83.750
SET       1.511       85.000
SET       1.551       86.250
SET       1.591       87.500
SET       1.615       88.125
SET       1.639       88.750
SET       1.663       89.375
SET       1.687       90.000
SET       1.719       90.625
SET       1.751       91.250
SET       1.791       91.875
SET       1.831       92.500
SET       1.871       93.125
SET       1.919       93.750
SET       1.951       94.062
SET       1.975       94.375
SET       2.007       94.688
SET       2.039       95.000
SET       2.079       95.312
SET       2.127       95.625
SET       2.159       95.938
SET       2.207       96.250
SET       2.255       96.562
SET       2.303       96.875
SET       2.335       97.031
SET       2.367       97.188
SET       2.399       97.344
SET       2.431       97.500
SET       2.479       97.656
SET       2.527       97.812
SET       2.559       97.969
SET       2.607       98.125
SET       2.655       98.281
SET       2.735       98.438
SET       2.767       98.516
SET       2.815       98.594
SET       2.863       98.672
SET       2.895       98.750
SET       2.943       98.828
SET       3.007       98.906
SET       3.055       98.984
SET       3.135       99.062
SET       3.199       99.141
SET       3.311       99.219
SET       3.359       99.258
SET       3.391       99.297
SET       3.455       99.336
SET       3.519       99.375
SET       3.583       99.414
SET       3.631       99.453
SET       3.695       99.492
SET       3.759       99.531
SET       3.839       99.570
SET       3.951       99.609
SET       4.047       99.629
SET       4.095       99.648
SET       4.159       99.668
SET       4.255       99.688
SET       4.319       99.707
SET       4.415       99.727
SET       4.511       99.746
SET       4.639       99.766
SET       4.735       99.785
SET       4.863       99.805
SET       4.895       99.814
SET       4.959       99.824
SET       4.991       99.834
SET       5.087       99.844
SET       5.119       99.854
SET       5.183       99.863
SET       5.247       99.873
SET       5.343       99.883
SET       5.407       99.893
SET       5.471       99.902
SET       5.535       99.907
SET       5.567       99.912
SET       5.599       99.917
SET       5.663       99.922
SET       5.695       99.927
SET       5.759       99.932
SET       5.791       99.937
SET       5.855       99.941
SET       5.951       99.946
SET       6.015       99.951
SET       6.015       99.954
SET       6.047       99.956
SET       6.079       99.958
SET       6.175       99.961
SET       6.207       99.963
SET       6.207       99.966
SET       6.239       99.968
SET       6.303       99.971
SET       6.399       99.973
SET       6.399       99.976
SET       6.431       99.977
SET       6.431       99.978
SET       6.463       99.979
SET       6.527       99.980
SET       6.623       99.982
SET       6.847       99.983
SET       7.263       99.984
SET       7.615       99.985
SET       7.775       99.987
SET       8.159       99.988
SET       8.383       99.988
SET       8.575       99.989
SET       8.575       99.990
SET       8.831       99.990
SET       9.023       99.991
SET       9.215       99.991
SET       9.407       99.992
SET       9.599       99.993
SET       9.599       99.993
SET       9.855       99.994
SET       9.983       99.994
SET       9.983       99.995
SET       9.983       99.995
SET      10.303       99.995
SET      10.303       99.995
SET      10.431       99.996
SET      10.431       99.996
SET      10.751       99.996
SET      10.751       99.997
SET      10.751       99.997
SET      10.815       99.997
SET      10.815       99.997
SET      10.815       99.997
SET      10.815       99.998
SET      10.815       99.998
SET      11.199       99.998
SET      11.199       99.998
SET      11.199       99.998
SET      11.199       99.998
SET      11.199       99.998
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      11.583       99.999
SET      12.031       99.999
SET      12.031      100.000
---
GET       0.047        0.000
GET       0.447        5.000
GET       0.519       10.000
GET       0.567       15.000
GET       0.615       20.000
GET       0.663       25.000
GET       0.711       30.000
GET       0.775       35.000
GET       0.839       40.000
GET       0.903       45.000
GET       0.975       50.000
GET       1.007       52.500
GET       1.039       55.000
GET       1.063       57.500
GET       1.095       60.000
GET       1.127       62.500
GET       1.159       65.000
GET       1.191       67.500
GET       1.223       70.000
GET       1.255       72.500
GET       1.287       75.000
GET       1.303       76.250
GET       1.327       77.500
GET       1.343       78.750
GET       1.367       80.000
GET       1.391       81.250
GET       1.415       82.500
GET       1.439       83.750
GET       1.463       85.000
GET       1.495       86.250
GET       1.535       87.500
GET       1.551       88.125
GET       1.575       88.750
GET       1.591       89.375
GET       1.615       90.000
GET       1.639       90.625
GET       1.671       91.250
GET       1.703       91.875
GET       1.735       92.500
GET       1.767       93.125
GET       1.815       93.750
GET       1.831       94.062
GET       1.855       94.375
GET       1.879       94.688
GET       1.911       95.000
GET       1.935       95.312
GET       1.967       95.625
GET       1.999       95.938
GET       2.039       96.250
GET       2.079       96.562
GET       2.127       96.875
GET       2.159       97.031
GET       2.175       97.188
GET       2.207       97.344
GET       2.239       97.500
GET       2.271       97.656
GET       2.303       97.812
GET       2.351       97.969
GET       2.383       98.125
GET       2.447       98.281
GET       2.495       98.438
GET       2.527       98.516
GET       2.559       98.594
GET       2.591       98.672
GET       2.639       98.750
GET       2.687       98.828
GET       2.735       98.906
GET       2.799       98.984
GET       2.863       99.062
GET       2.943       99.141
GET       3.023       99.219
GET       3.087       99.258
GET       3.135       99.297
GET       3.199       99.336
GET       3.279       99.375
GET       3.359       99.414
GET       3.455       99.453
GET       3.551       99.492
