Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.55          ---          ---         1.69921         1.95900         4.41500         7.61500       305.78 
Gets        45442.63     16377.30     29065.34         1.69235         1.95900         4.22300         7.26300      2078.27 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49988.18     16377.30     29065.34         1.69298         1.95900         4.25500         7.32700      2384.04 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.055        0.000
SET       0.183        5.000
SET       0.255       10.000
SET       0.311       15.000
SET       0.391       20.000
SET       0.495       25.000
SET       0.727       30.000
SET       1.143       35.000
SET       1.615       40.000
SET       1.783       45.000
SET       1.959       50.000
SET       2.079       52.500
SET       2.223       55.000
SET       2.319       57.500
SET       2.383       60.000
SET       2.415       62.500
SET       2.463       65.000
SET       2.479       67.500
SET       2.511       70.000
SET       2.527       72.500
SET       2.543       75.000
SET       2.543       76.250
SET       2.559       77.500
SET       2.559       78.750
SET       2.559       80.000
SET       2.575       81.250
SET       2.575       82.500
SET       2.591       83.750
SET       2.591       85.000
SET       2.607       86.250
SET       2.607       87.500
SET       2.623       88.125
SET       2.623       88.750
SET       2.639       89.375
SET       2.639       90.000
SET       2.655       90.625
SET       2.671       91.250
SET       2.687       91.875
SET       2.703       92.500
SET       2.719       93.125
SET       2.767       93.750
SET       2.799       94.062
SET       2.831       94.375
SET       2.879       94.688
SET       2.943       95.000
SET       2.991       95.312
SET       3.039       95.625
SET       3.087       95.938
SET       3.119       96.250
SET       3.167       96.562
SET       3.199       96.875
SET       3.215       97.031
SET       3.247       97.188
SET       3.279       97.344
SET       3.311       97.500
SET       3.343       97.656
SET       3.391       97.812
SET       3.455       97.969
SET       3.535       98.125
SET       3.647       98.281
SET       3.775       98.438
SET       3.823       98.516
SET       3.871       98.594
SET       3.983       98.672
SET       4.127       98.750
SET       4.191       98.828
SET       4.287       98.906
SET       4.383       98.984
SET       4.511       99.062
SET       4.703       99.141
SET       4.895       99.219
SET       4.959       99.258
