Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.55          ---          ---         1.05210         0.93500         3.07100         5.66300       305.78 
Gets        45448.88     18180.15     27268.73         1.02431         0.92700         2.83100         6.01500      2185.61 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49994.43     18180.15     27268.73         1.02684         0.92700         2.86300         5.98300      2491.39 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.407        5.000
SET       0.527       10.000
SET       0.607       15.000
SET       0.671       20.000
SET       0.719       25.000
SET       0.759       30.000
SET       0.799       35.000
SET       0.839       40.000
SET       0.887       45.000
SET       0.935       50.000
SET       0.967       52.500
SET       0.999       55.000
SET       1.031       57.500
SET       1.063       60.000
SET       1.095       62.500
SET       1.127       65.000
SET       1.159       67.500
SET       1.199       70.000
SET       1.231       72.500
SET       1.271       75.000
SET       1.287       76.250
SET       1.311       77.500
SET       1.335       78.750
SET       1.359       80.000
SET       1.383       81.250
SET       1.407       82.500
SET       1.439       83.750
SET       1.471       85.000
SET       1.503       86.250
SET       1.543       87.500
SET       1.567       88.125
SET       1.591       88.750
SET       1.615       89.375
SET       1.647       90.000
SET       1.679       90.625
SET       1.719       91.250
SET       1.751       91.875
SET       1.791       92.500
SET       1.839       93.125
SET       1.887       93.750
SET       1.919       94.062
SET       1.951       94.375
SET       1.983       94.688
SET       2.023       95.000
SET       2.063       95.312
SET       2.111       95.625
SET       2.143       95.938
SET       2.191       96.250
SET       2.255       96.562
SET       2.303       96.875
SET       2.335       97.031
SET       2.383       97.188
SET       2.415       97.344
SET       2.463       97.500
SET       2.495       97.656
SET       2.543       97.812
SET       2.591       97.969
SET       2.639       98.125
SET       2.703       98.281
SET       2.751       98.438
SET       2.799       98.516
SET       2.831       98.594
SET       2.863       98.672
SET       2.911       98.750
SET       2.959       98.828
SET       3.007       98.906
SET       3.055       98.984
SET       3.103       99.062
SET       3.167       99.141
SET       3.231       99.219
SET       3.263       99.258
SET       3.327       99.297
SET       3.375       99.336
SET       3.423       99.375
SET       3.471       99.414
SET       3.535       99.453
SET       3.615       99.492
SET       3.695       99.531
SET       3.807       99.570
SET       3.935       99.609
SET       4.015       99.629
SET       4.063       99.648
SET       4.159       99.668
SET       4.255       99.688
SET       4.351       99.707
SET       4.447       99.727
SET       4.543       99.746
SET       4.703       99.766
SET       4.863       99.785
SET       4.991       99.805
SET       5.055       99.814
SET       5.119       99.824
SET       5.215       99.834
SET       5.247       99.844
SET       5.311       99.854
SET       5.439       99.863
SET       5.471       99.873
SET       5.567       99.883
SET       5.631       99.893
SET       5.695       99.902
SET       5.727       99.907
SET       5.791       99.912
SET       5.823       99.917
SET       5.887       99.922
SET       5.919       99.927
SET       5.951       99.932
SET       6.047       99.937
SET       6.079       99.941
SET       6.111       99.946
SET       6.175       99.951
SET       6.239       99.954
SET       6.271       99.956
SET       6.335       99.958
SET       6.367       99.961
SET       6.399       99.963
SET       6.399       99.966
SET       6.495       99.968
SET       6.527       99.971
SET       6.623       99.973
SET       6.655       99.976
SET       6.655       99.977
SET       6.783       99.978
SET       6.815       99.979
SET       6.879       99.980
SET       6.975       99.982
SET       7.167       99.983
SET       7.359       99.984
SET       7.615       99.985
SET       7.647       99.987
SET       7.871       99.988
SET       8.255       99.988
SET       8.383       99.989
SET       8.383       99.990
SET       8.703       99.990
SET       9.087       99.991
