Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4545.54          ---          ---         1.09644         1.03100         2.62300         5.47100       305.78 
Gets        45448.75     18181.03     27267.72         1.08145         1.02300         2.49500         5.69500      2185.66 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      49994.29     18181.03     27267.72         1.08282         1.02300         2.51100         5.66300      2491.44 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.063        0.000
SET       0.495        5.000
SET       0.703       10.000
SET       0.775       15.000
SET       0.831       20.000
SET       0.879       25.000
SET       0.911       30.000
SET       0.943       35.000
SET       0.975       40.000
SET       0.999       45.000
SET       1.031       50.000
SET       1.039       52.500
SET       1.055       55.000
SET       1.071       57.500
SET       1.087       60.000
SET       1.103       62.500
SET       1.119       65.000
SET       1.135       67.500
SET       1.159       70.000
SET       1.183       72.500
SET       1.207       75.000
SET       1.231       76.250
SET       1.247       77.500
SET       1.271       78.750
SET       1.295       80.000
SET       1.319       81.250
SET       1.351       82.500
SET       1.391       83.750
SET       1.439       85.000
SET       1.487       86.250
SET       1.543       87.500
SET       1.567       88.125
SET       1.599       88.750
SET       1.623       89.375
SET       1.647       90.000
SET       1.671       90.625
SET       1.695       91.250
SET       1.727       91.875
SET       1.751       92.500
SET       1.783       93.125
SET       1.815       93.750
SET       1.831       94.062
SET       1.847       94.375
SET       1.871       94.688
SET       1.887       95.000
SET       1.911       95.312
SET       1.935       95.625
SET       1.959       95.938
SET       1.983       96.250
SET       2.015       96.562
SET       2.047       96.875
SET       2.063       97.031
SET       2.095       97.188
SET       2.111       97.344
SET       2.127       97.500
SET       2.143       97.656
SET       2.175       97.812
SET       2.207       97.969
SET       2.239       98.125
SET       2.287       98.281
SET       2.335       98.438
SET       2.351       98.516
SET       2.383       98.594
SET       2.415       98.672
SET       2.463       98.750
SET       2.495       98.828
SET       2.543       98.906
SET       2.607       98.984
SET       2.671       99.062
SET       2.751       99.141
SET       2.831       99.219
SET       2.895       99.258
SET       2.943       99.297
SET       2.991       99.336
SET       3.055       99.375
SET       3.135       99.414
SET       3.199       99.453
SET       3.279       99.492
SET       3.391       99.531
SET       3.535       99.570
SET       3.695       99.609
SET       3.791       99.629
SET       3.887       99.648
SET       3.983       99.668
SET       4.079       99.688
SET       4.191       99.707
SET       4.287       99.727
SET       4.415       99.746
SET       4.575       99.766
SET       4.671       99.785
SET       4.799       99.805
SET       4.863       99.814
SET       4.959       99.824
SET       4.991       99.834
SET       5.055       99.844
SET       5.151       99.854
SET       5.215       99.863
SET       5.279       99.873
SET       5.375       99.883
SET       5.439       99.893
SET       5.503       99.902
SET       5.535       99.907
SET       5.599       99.912
SET       5.631       99.917
SET       5.663       99.922
SET       5.695       99.927
SET       5.759       99.932
SET       5.791       99.937
SET       5.855       99.941
SET       5.919       99.946
SET       5.983       99.951
SET       6.015       99.954
SET       6.047       99.956
SET       6.079       99.958
SET       6.143       99.961
SET       6.175       99.963
SET       6.175       99.966
SET       6.239       99.968
SET       6.303       99.971
SET       6.399       99.973
SET       6.431       99.976
SET       6.463       99.977
SET       6.527       99.978
SET       6.591       99.979
SET       6.687       99.980
SET       6.751       99.982
SET       6.815       99.983
SET       6.975       99.984
SET       7.487       99.985
SET       7.615       99.987
SET       8.095       99.988
SET       8.319       99.988
SET       8.511       99.989
SET       8.511       99.990
SET       8.703       99.990
SET       8.959       99.991
