Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         3806.75          ---          ---         2.84975         0.77500         7.58300        12.28700       256.07 
Gets        38039.73     10300.86     27738.88         2.83788         0.75900         7.23100        12.22300      1536.96 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      41846.49     10300.86     27738.88         2.83896         0.75900         7.26300        12.22300      1793.03 


Request Latency Distribution
Type     <= msec         Percent
SET      18.303       99.991
SET      18.303       99.992
SET      18.303       99.993
SET      18.303       99.993
SET      18.303       99.994
SET      18.303       99.994
SET      18.303       99.995
SET      18.303       99.995
SET      18.303       99.995
SET      18.303       99.995
SET      18.431       99.996
SET      18.431       99.996
SET      18.431       99.996
SET      18.431       99.997
SET      18.431       99.997
SET      18.431       99.997
SET      18.431       99.997
SET      18.431       99.997
SET      18.431       99.998
SET      18.431       99.998
SET      18.431       99.998
SET      18.431       99.998
SET      18.431       99.998
SET      21.119       99.998
SET      21.119       99.998
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      21.119       99.999
SET      24.447       99.999
SET      24.447      100.000
---
GET       0.047        0.000
GET       0.151        5.000
GET       0.199       10.000
GET       0.239       15.000
GET       0.279       20.000
GET       0.327       25.000
GET       0.367       30.000
GET       0.423       35.000
GET       0.487       40.000
GET       0.575       45.000
GET       0.759       50.000
GET       1.087       52.500
GET       2.479       55.000
GET       3.359       57.500
GET       3.743       60.000
GET       5.791       62.500
GET       5.919       65.000
GET       5.983       67.500
GET       6.015       70.000
GET       6.047       72.500
GET       6.047       75.000
GET       6.047       76.250
GET       6.079       77.500
GET       6.079       78.750
GET       6.079       80.000
GET       6.079       81.250
GET       6.079       82.500
GET       6.079       83.750
GET       6.111       85.000
GET       6.111       86.250
GET       6.111       87.500
GET       6.111       88.125
GET       6.111       88.750
GET       6.111       89.375
GET       6.143       90.000
GET       6.143       90.625
GET       6.143       91.250
GET       6.143       91.875
GET       6.175       92.500
GET       6.175       93.125
GET       6.175       93.750
GET       6.207       94.062
GET       6.207       94.375
GET       6.207       94.688
GET       6.207       95.000
GET       6.239       95.312
GET       6.239       95.625
GET       6.239       95.938
GET       6.271       96.250
GET       6.271       96.562
GET       6.303       96.875
GET       6.303       97.031
GET       6.303       97.188
GET       6.303       97.344
GET       6.335       97.500
GET       6.335       97.656
GET       6.367       97.812
GET       6.367       97.969
GET       6.399       98.125
GET       6.399       98.281
GET       6.431       98.438
GET       6.463       98.516
GET       6.495       98.594
GET       6.527       98.672
GET       6.559       98.750
GET       6.655       98.828
GET       6.847       98.906
GET       7.135       98.984
GET       7.711       99.062
GET       8.255       99.141
GET       8.831       99.219
GET       8.959       99.258
GET       9.023       99.297
GET       9.023       99.336
GET       9.087       99.375
GET       9.087       99.414
GET       9.087       99.453
GET       9.151       99.492
GET       9.151       99.531
GET       9.215       99.570
GET       9.215       99.609
GET       9.215       99.629
GET       9.279       99.648
GET       9.279       99.668
GET       9.343       99.688
GET       9.407       99.707
GET       9.471       99.727
GET       9.535       99.746
GET       9.727       99.766
GET      10.175       99.785
GET      11.135       99.805
GET      11.327       99.814
GET      11.455       99.824
GET      11.967       99.834
GET      12.095       99.844
GET      12.159       99.854
GET      12.159       99.863
GET      12.159       99.873
GET      12.223       99.883
GET      12.223       99.893
GET      12.287       99.902
GET      12.287       99.907
GET      12.287       99.912
GET      12.351       99.917
GET      12.351       99.922
GET      12.415       99.927
GET      12.607       99.932
GET      12.991       99.937
GET      13.439       99.941
GET      14.207       99.946
GET      14.335       99.951
GET      14.399       99.954
GET      14.399       99.956
GET      14.527       99.958
GET      14.911       99.961
GET      15.039       99.963
GET      15.103       99.966
GET      15.167       99.968
GET      15.167       99.971
GET      15.231       99.973
GET      15.231       99.976
GET      15.231       99.977
GET      15.231       99.978
GET      15.295       99.979
GET      15.295       99.980
GET      15.295       99.982
GET      15.359       99.983
GET      15.423       99.984
GET      15.551       99.985
GET      17.023       99.987
GET      18.175       99.988
GET      18.175       99.988
GET      18.175       99.989
GET      18.175       99.990
GET      18.303       99.990
GET      18.303       99.991
GET      18.303       99.991
GET      18.303       99.992
GET      18.303       99.993
GET      18.303       99.993
GET      18.303       99.994
GET      18.303       99.994
GET      18.303       99.995
GET      18.303       99.995
GET      18.431       99.995
GET      18.431       99.995
GET      18.431       99.996
GET      18.431       99.996
GET      18.431       99.996
GET      18.431       99.997
GET      18.431       99.997
GET      18.431       99.997
GET      18.431       99.997
GET      18.431       99.997
GET      18.431       99.998
GET      18.431       99.998
GET      18.559       99.998
GET      18.559       99.998
GET      18.559       99.998
GET      18.559       99.998
GET      18.559       99.998
GET      18.943       99.999
GET      19.071       99.999
GET      19.583       99.999
GET      19.967       99.999
GET      19.967       99.999
GET      20.095       99.999
GET      20.223       99.999
GET      20.991       99.999
GET      21.247       99.999
GET      22.143       99.999
GET      22.143       99.999
GET      22.271       99.999
GET      22.271       99.999
GET      22.655       99.999
GET      22.655       99.999
GET      22.655       99.999
GET      22.911      100.000
GET      22.911      100.000
GET      23.039      100.000
GET      23.039      100.000
GET      23.039      100.000
GET      23.295      100.000
GET      23.295      100.000
GET      23.295      100.000
GET      23.295      100.000
GET      23.295      100.000
GET      24.063      100.000
GET      24.063      100.000
GET      24.063      100.000
GET      24.063      100.000
GET      24.063      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      24.831      100.000
GET      25.983      100.000
GET      25.983      100.000
---
WAIT      0.000      100.000
