Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=1250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        18661.59          ---          ---         0.84908         0.95900         3.10300         5.56700      1255.45 
Gets       186582.82     66485.20    120097.62         0.83749         0.95900         3.07100         5.40700      8488.36 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     205244.41     66485.20    120097.62         0.83854         0.95900         3.08700         5.40700      9743.81 


Request Latency Distribution
Type     <= msec         Percent
GET      10.239       99.998
GET      10.367       99.998
GET      10.367       99.998
GET      10.431       99.999
GET      10.495       99.999
GET      10.495       99.999
GET      10.559       99.999
GET      10.559       99.999
GET      10.687       99.999
GET      10.815       99.999
GET      10.943       99.999
GET      11.135       99.999
GET      11.327       99.999
GET      11.391       99.999
GET      11.839       99.999
GET      11.903       99.999
GET      11.967       99.999
GET      12.095       99.999
GET      12.607       99.999
GET      12.991      100.000
GET      13.247      100.000
GET      13.247      100.000
GET      13.503      100.000
GET      13.503      100.000
GET      13.503      100.000
GET      13.503      100.000
GET      13.503      100.000
GET      13.567      100.000
GET      13.567      100.000
GET      13.567      100.000
GET      13.567      100.000
GET      13.631      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      14.655      100.000
GET      14.655      100.000
GET      14.719      100.000
GET      14.719      100.000
GET      14.719      100.000
GET      14.719      100.000
GET      14.719      100.000
GET      14.783      100.000
GET      14.783      100.000
GET      14.783      100.000
GET      14.847      100.000
GET      14.847      100.000
GET      14.847      100.000
GET      14.847      100.000
GET      15.551      100.000
GET      15.551      100.000
GET      15.551      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.615      100.000
GET      15.679      100.000
GET      15.679      100.000
---
WAIT      0.000      100.000
