Executing: memtier_benchmark -h 128.110.218.200 -p 11211 --ratio=1:10 --test-time=30 --rate-limiting=1250 -t 8 -c 25 --key-pattern=P:P --key-maximum 1000000 -P memcache_text
8         Threads
25        Connections per thread
30        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        16191.66          ---          ---         0.94593         0.33500         4.03100         6.49500      1089.29 
Gets       161882.34     54323.45    107558.88         0.93604         0.32700         4.01500         6.43100      7165.01 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     178074.00     54323.45    107558.88         0.93694         0.32700         4.01500         6.43100      8254.29 


Request Latency Distribution
Type     <= msec         Percent
GET      12.095       99.998
GET      12.159       99.999
GET      12.159       99.999
GET      12.223       99.999
GET      12.223       99.999
GET      12.287       99.999
GET      12.287       99.999
GET      12.351       99.999
GET      12.415       99.999
GET      12.479       99.999
GET      12.479       99.999
GET      12.543       99.999
GET      12.607       99.999
GET      12.671       99.999
GET      12.799       99.999
GET      13.055       99.999
GET      13.183       99.999
GET      13.183      100.000
GET      13.247      100.000
GET      13.375      100.000
GET      13.375      100.000
GET      13.375      100.000
GET      13.503      100.000
GET      13.503      100.000
GET      13.567      100.000
GET      13.631      100.000
GET      13.631      100.000
GET      13.631      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.695      100.000
GET      13.759      100.000
GET      13.759      100.000
GET      13.759      100.000
GET      13.759      100.000
GET      13.759      100.000
GET      13.823      100.000
GET      13.823      100.000
GET      13.823      100.000
GET      13.823      100.000
GET      13.823      100.000
GET      14.015      100.000
GET      14.015      100.000
GET      14.015      100.000
GET      14.015      100.000
GET      14.015      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.079      100.000
GET      14.207      100.000
GET      14.207      100.000
---
WAIT      0.000      100.000
